Subj,Finished,punishPolice,punishMoney,blamePerson,dichot,moralPerson,moralAction,competence,youNotice,youFine,youPolice,Gender,Age,Ethnicity.race,PolFac_1,PolFac_2,PolFac_3,scenariosDO,sceneType
170,1,7,7,7,1,4,7,1,7,2,1,1,59,4,2,2,1,prAndSn,brights
171,1,4,4,4,0,4,5,2,5,4,4,3,22,8,7,7,7,prAndSn,brights
172,1,6,5,5,1,2,3,3,6,2,1,2,30,4,7,6,6,prAlone,brights
173,1,3,5,3,0,3,5,4,6,4,3,1,22,4,4,4,4,prAlone,brights
174,1,1,1,5,0,1,1,4,7,1,1,2,50,4,7,7,5,prAndSn,brights
175,1,7,7,7,1,4,7,7,7,7,7,2,58,5,5,5,5,prAndSn,brights
176,1,3,2,7,1,2,2,7,6,1,2,1,40,4,6,6,3,prAndSn,brights
177,1,7,1,7,1,5,6,3,7,5,5,1,33,4,5,5,5,prAlone,brights
178,1,1,1,7,1,5,7,7,4,1,1,2,30,6,6,6,6,prAndSn,brights
179,1,5,6,6,1,3,2,4,2,2,2,1,34,4,7,7,7,prAlone,brights
180,1,5,5,5,1,5,5,5,7,5,5,1,NA,4,6,6,6,prAlone,brights
181,1,7,7,7,1,7,7,1,7,7,7,1,19,7,5,5,5,prAndSn,brights
182,1,5,5,6,1,4,4,5,5,3,3,1,25,4,5,5,3,prAndSn,brights
183,1,3,4,5,1,2,2,4,5,3,2,1,58,4,7,7,7,prAlone,brights
184,1,1,1,7,0,4,4,3,4,3,3,2,37,4,6,6,6,prAlone,brights
185,1,5,5,5,1,4,2,4,6,4,4,2,NA,4,4,4,5,prAndSn,brights
186,1,1,1,4,1,2,3,3,3,4,5,1,29,4,6,5,3,prAlone,brights
187,1,3,3,7,1,2,1,2,7,1,1,2,28,4,5,4,4,prAndSn,brights
188,1,3,6,7,1,1,1,3,1,1,1,2,25,4,6,7,6,prAndSn,brights
189,1,6,7,6,1,4,6,2,7,6,6,1,30,4,6,6,5,prAndSn,brights
190,1,3,4,6,0,3,4,2,6,2,1,1,39,4,7,7,7,prAndSn,brights
191,1,7,7,7,1,6,7,2,6,2,2,1,34,7,6,6,NA,prAlone,brights
192,1,7,7,7,1,1,1,1,7,4,4,2,39,4,4,4,4,prAlone,brights
193,1,7,7,7,1,5,5,2,6,7,6,1,27,4,6,6,6,prAlone,brights
194,1,7,7,7,1,2,2,5,1,1,1,1,60,4,7,7,7,prAlone,brights
195,1,3,5,7,1,4,3,1,1,1,2,1,31,5,5,5,3,prAndSn,brights
196,1,1,1,7,0,3,5,4,7,2,2,2,56,4,3,5,1,prAlone,brights
197,1,5,4,5,1,3,5,3,7,1,2,1,42,4,5,5,6,prAndSn,brights
198,1,7,7,7,1,2,2,2,6,6,5,1,30,8,5,3,6,prAlone,brights
199,1,5,6,6,1,4,5,2,5,3,3,3,24,4,7,7,7,prAndSn,brights
200,1,5,5,5,1,4,6,3,5,3,3,1,36,4,7,7,7,prAndSn,brights
201,1,1,1,7,0,2,2,4,7,1,1,2,46,4,6,6,5,prAlone,brights
202,1,1,4,4,1,1,1,3,4,1,1,1,36,4,4,5,4,prAlone,brights
203,1,5,6,6,1,4,5,3,4,1,1,2,34,4,5,6,5,prAlone,brights
204,1,6,7,5,1,5,4,3,4,5,5,1,29,4,2,2,2,prAlone,brights
205,0,3,3,5,1,1,2,4,6,4,2,NA,NA,NA,NA,NA,NA,prAlone,brights
206,0,5,4,5,1,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,prAndSn,brights
207,0,7,7,4,0,4,2,3,7,4,4,NA,NA,NA,NA,NA,NA,prAndSn,brights
1,1,4,3,3,0,1,1,4,3,5,3,1,37,4,3,3,3,prAlone,loitering
2,1,7,6,7,1,1,3,5,6,2,2,1,19,7,4,4,3,prAlone,loitering
3,1,4,4,6,1,4,6,4,7,2,2,1,39,7,NA,2,3,prAlone,loitering
4,1,3,3,3,0,3,3,3,3,3,3,2,18,7,3,3,3,prAlone,loitering
5,1,3,3,4,0,2,2,4,4,2,2,2,35,7,3,3,2,prAlone,loitering
6,1,2,5,5,1,2,2,1,1,1,1,1,28,5,6,6,3,prAndSn,loitering
7,1,4,3,5,1,5,3,3,5,2,4,1,20,4,4,4,4,prAndSn,loitering
8,1,5,5,6,1,5,5,4,5,5,5,2,29,4,5,7,NA,prAndSn,loitering
9,1,3,2,1,0,3,2,2,3,3,2,1,44,4,5,5,6,prAndSn,loitering
10,1,3,2,6,0,1,1,4,6,5,3,2,24,4,5,5,5,prAlone,loitering
11,1,5,5,6,1,5,5,5,7,5,5,2,21,4,3,5,4,prAndSn,loitering
12,1,2,1,1,0,4,1,4,1,1,1,2,33,8,4,7,6,prAlone,loitering
13,1,4,4,4,1,4,4,4,1,1,1,2,34,4,6,NA,NA,prAlone,loitering
14,1,6,4,7,1,3,4,3,6,2,3,1,32,4,4,4,4,prAndSn,loitering
15,1,2,1,5,0,3,2,5,2,2,3,1,19,8,6,6,6,prAlone,loitering
16,1,1,1,1,0,1,1,5,1,1,1,1,24,7,5,6,5,prAlone,loitering
17,1,5,6,6,1,6,3,2,3,3,3,2,31,4,3,5,3,prAndSn,loitering
18,1,7,7,7,1,5,1,2,2,1,1,2,35,4,5,5,5,prAndSn,loitering
19,1,3,4,6,1,5,3,3,3,2,2,2,26,4,6,6,6,prAndSn,loitering
20,1,5,4,5,1,4,3,5,5,3,3,2,65,4,2,2,1,prAndSn,loitering
21,1,6,5,7,1,4,3,3,5,3,4,2,27,4,4,4,4,prAndSn,loitering
22,1,4,4,4,1,4,4,4,4,4,4,2,75,4,5,5,6,prAndSn,loitering
23,1,2,2,7,0,4,2,3,4,1,1,2,47,4,2,2,2,prAlone,loitering
24,1,1,1,1,0,1,3,4,3,1,1,2,45,4,7,7,6,prAlone,loitering
25,0,2,1,2,0,1,1,6,1,1,1,2,41,4,7,7,5,prAlone,loitering
26,1,5,5,4,1,5,6,3,5,3,3,1,19,4,6,6,5,prAndSn,loitering
27,1,2,2,4,0,2,2,5,2,1,1,2,21,4,4,4,4,prAlone,loitering
28,1,3,3,2,0,2,3,4,4,3,3,1,40,4,3,3,4,prAlone,loitering
29,1,4,4,4,0,3,3,3,4,4,4,2,31,4,4,4,5,prAndSn,loitering
30,1,3,2,4,0,5,4,3,4,2,2,2,25,4,1,1,3,prAndSn,loitering
31,1,5,3,5,1,4,4,4,3,2,2,1,29,4,6,5,4,prAlone,loitering
32,1,6,2,7,0,4,3,4,6,1,1,1,25,6,2,3,2,prAlone,loitering
33,1,1,1,6,0,2,2,4,3,2,2,2,26,4,6,6,6,prAlone,loitering
34,1,4,1,2,1,1,2,4,6,1,1,2,35,4,4,7,2,prAlone,loitering
35,1,2,2,6,0,3,3,3,3,1,1,2,40,4,2,2,2,prAndSn,loitering
36,1,2,2,7,0,5,5,4,7,1,1,2,22,4,4,6,4,prAlone,loitering
37,1,1,1,2,0,2,2,4,2,2,2,2,30,4,4,5,3,prAlone,loitering
38,1,6,2,5,1,4,2,5,3,5,4,2,34,4,5,5,5,prAlone,loitering
39,1,4,5,6,1,6,4,2,3,2,2,1,29,4,5,5,5,prAndSn,loitering
40,1,1,1,1,0,5,1,1,1,1,1,2,19,4,7,7,6,prAndSn,loitering
41,1,2,2,1,0,2,1,3,2,1,1,1,23,7,6,6,6,prAndSn,loitering
42,1,5,5,5,1,5,6,3,7,7,6,1,50,4,2,2,2,prAndSn,loitering
43,1,1,1,1,0,1,1,4,1,1,1,2,28,6,7,7,6,prAlone,loitering
44,1,1,1,3,0,4,3,4,2,2,2,2,28,4,7,6,6,prAlone,loitering
45,1,2,4,5,0,4,4,4,2,1,1,2,29,8,3,3,3,prAndSn,loitering
46,1,1,1,1,0,2,2,2,6,2,5,2,31,8,1,7,3,prAlone,loitering
47,1,1,2,7,0,7,1,1,1,1,1,2,33,4,7,7,5,prAndSn,loitering
48,1,2,5,3,1,3,3,3,4,3,4,1,19,4,3,3,3,prAndSn,loitering
49,1,1,1,1,0,1,1,5,2,2,2,1,41,4,6,6,7,prAlone,loitering
50,1,7,7,6,1,6,6,3,6,6,6,1,22,4,5,5,5,prAndSn,loitering
51,1,3,5,5,1,4,5,3,5,4,3,1,20,4,5,3,6,prAlone,loitering
52,1,7,7,7,1,6,5,4,6,3,2,1,24,5,4,5,3,prAndSn,loitering
53,1,5,6,6,0,5,5,6,5,5,6,2,25,4,5,6,3,prAlone,loitering
54,1,7,1,7,1,6,6,4,7,4,7,2,24,8,3,3,6,prAndSn,loitering
55,1,5,1,5,0,4,4,3,4,1,1,1,59,4,2,3,3,prAndSn,loitering
56,1,7,7,7,1,5,7,2,7,3,1,2,33,7,6,2,6,prAlone,loitering
57,1,4,5,6,1,4,4,3,4,3,3,1,25,5,4,4,4,prAlone,loitering
58,1,2,3,2,1,1,1,4,5,1,1,2,49,4,3,7,3,prAlone,loitering
59,1,1,1,2,0,4,4,4,2,2,2,2,30,5,7,7,7,prAlone,loitering
60,1,3,3,7,0,7,7,3,7,2,2,2,50,4,5,4,5,prAndSn,loitering
61,1,3,4,5,1,5,3,2,2,2,2,1,25,4,3,6,2,prAndSn,loitering
62,1,5,6,6,1,6,5,3,5,3,2,2,28,4,5,6,3,prAndSn,loitering
63,1,2,1,1,1,1,1,7,3,1,1,2,39,5,6,7,6,prAlone,loitering
64,1,1,1,1,0,2,1,4,1,1,1,2,25,4,6,7,6,prAlone,loitering
65,1,3,3,3,0,1,1,4,4,1,1,2,39,4,6,7,6,prAlone,loitering
66,1,7,7,7,1,6,6,3,6,6,6,1,22,4,5,5,5,prAlone,loitering
67,1,3,1,3,1,3,2,3,3,5,6,1,24,4,2,5,3,prAndSn,loitering
68,1,5,3,6,1,4,5,4,5,2,3,2,39,8,6,6,6,prAlone,loitering
69,1,7,7,7,1,7,7,1,6,5,5,1,27,4,6,6,7,prAndSn,loitering
70,1,6,6,7,1,4,4,3,3,5,4,2,19,4,5,5,4,prAndSn,loitering
71,1,2,1,1,0,1,2,3,7,2,4,1,45,4,7,7,7,prAlone,loitering
72,1,2,2,7,0,5,4,2,5,2,2,2,42,6,5,7,7,prAndSn,loitering
73,1,5,3,4,1,3,3,4,5,4,4,2,59,4,3,6,4,prAlone,loitering
74,1,2,2,5,0,2,2,4,4,2,3,1,26,4,6,7,5,prAlone,loitering
75,1,1,1,3,0,3,2,1,3,1,1,1,25,4,3,5,2,prAndSn,loitering
76,1,1,1,5,0,1,1,6,3,1,1,2,24,4,6,7,6,prAlone,loitering
77,1,3,2,3,0,2,3,4,1,1,1,2,35,4,7,7,7,prAlone,loitering
78,1,3,3,7,0,2,2,5,5,1,1,2,18,4,4,3,5,prAlone,loitering
79,1,5,4,4,0,4,3,5,5,5,4,1,21,4,5,5,5,prAndSn,loitering
80,1,3,1,2,1,2,1,5,1,1,1,2,30,4,7,7,6,prAndSn,loitering
81,1,4,7,7,1,6,3,4,6,2,4,2,40,6,5,5,4,prAndSn,loitering
82,1,5,5,4,0,4,5,4,5,2,5,1,19,4,2,2,6,prAlone,loitering
83,1,2,3,3,1,5,2,3,3,5,1,2,21,7,7,7,7,prAndSn,loitering
84,1,1,1,1,0,3,1,4,2,2,2,2,49,4,7,7,7,prAlone,loitering
85,1,1,1,1,0,3,1,2,5,2,2,1,37,4,7,7,7,prAndSn,loitering
86,1,5,5,5,1,4,4,2,2,2,2,2,34,5,6,7,5,prAndSn,loitering
87,1,1,1,1,0,4,1,4,1,1,1,2,55,4,6,6,6,prAlone,loitering
88,1,2,3,5,1,5,2,5,5,1,1,2,33,4,4,4,3,prAndSn,loitering
89,1,2,2,2,0,4,2,4,7,4,2,2,25,4,7,7,7,prAlone,loitering
90,1,2,1,7,0,5,2,5,7,1,1,2,18,4,2,2,NA,prAlone,loitering
91,1,4,3,2,0,1,2,4,4,2,2,2,50,4,7,7,7,prAlone,loitering
92,1,6,6,7,1,6,6,4,3,4,6,1,21,4,4,4,4,prAndSn,loitering
93,1,4,4,7,0,5,5,4,7,4,4,2,19,5,5,7,3,prAlone,loitering
94,1,1,1,5,1,6,3,1,5,1,1,3,22,4,1,1,1,prAndSn,loitering
95,1,1,2,6,1,1,1,1,3,1,1,2,35,4,7,7,5,prAndSn,loitering
96,1,1,1,7,0,1,1,6,1,1,1,1,31,4,6,5,6,prAlone,loitering
97,1,7,7,7,1,4,3,6,5,5,5,2,52,4,6,6,6,prAndSn,loitering
98,1,1,1,1,0,1,1,4,2,1,1,2,53,4,5,5,5,prAlone,loitering
99,1,4,4,6,1,3,2,4,3,1,1,2,32,4,6,6,6,prAlone,loitering
100,1,5,4,5,1,3,4,4,2,2,3,2,47,4,2,2,3,prAlone,loitering
101,1,1,7,6,1,7,6,1,6,6,6,1,35,6,4,5,4,prAndSn,loitering
102,1,2,4,5,0,3,3,4,2,2,2,1,23,5,6,6,6,prAlone,loitering
103,1,1,1,1,0,2,2,3,3,1,1,2,53,4,6,6,5,prAlone,loitering
104,1,3,3,5,1,5,7,2,5,3,4,1,24,4,6,2,6,prAlone,loitering
105,1,1,1,7,0,6,3,2,7,1,1,1,32,4,7,7,7,prAndSn,loitering
106,1,2,2,2,0,5,1,3,1,1,1,2,31,4,7,7,7,prAndSn,loitering
107,1,4,6,6,1,4,2,4,5,2,3,1,37,4,3,3,3,prAndSn,loitering
108,1,4,5,7,1,5,4,3,4,4,4,2,25,4,6,6,6,prAndSn,loitering
109,1,4,4,4,0,5,5,2,6,3,2,2,42,4,6,6,6,prAndSn,loitering
110,1,1,1,1,0,4,1,4,1,1,1,1,49,4,3,6,2,prAlone,loitering
111,1,2,2,7,0,5,2,3,2,1,1,2,53,4,6,6,6,prAndSn,loitering
112,1,1,1,6,0,3,3,3,7,1,1,2,37,6,4,4,5,prAndSn,loitering
113,1,2,1,1,0,1,1,4,2,2,2,2,21,4,4,4,2,prAndSn,loitering
114,1,4,4,2,1,5,5,2,5,5,5,1,18,4,4,4,4,prAndSn,loitering
115,1,7,7,7,1,3,3,3,6,6,6,2,23,4,2,2,2,prAndSn,loitering
116,1,3,4,3,0,3,2,2,3,5,4,1,35,4,3,5,2,prAndSn,loitering
117,1,3,3,5,0,5,5,3,2,1,1,2,29,4,6,6,6,prAndSn,loitering
118,1,4,3,3,0,4,4,4,5,5,5,2,58,5,6,7,6,prAlone,loitering
119,1,7,7,7,1,7,7,7,7,1,1,1,24,4,7,7,7,prAlone,loitering
120,1,3,3,4,0,5,1,2,2,2,2,2,34,4,7,7,5,prAndSn,loitering
121,1,4,4,5,1,4,4,4,3,3,4,1,20,4,3,4,4,prAlone,loitering
122,1,1,1,7,0,6,2,2,1,1,1,2,55,4,6,7,5,prAndSn,loitering
123,1,4,3,3,0,1,1,4,2,1,1,2,21,5,7,7,7,prAlone,loitering
124,1,1,1,4,0,2,1,3,3,1,1,3,22,8,7,7,7,prAndSn,loitering
125,1,5,6,7,1,5,4,4,1,3,2,2,22,8,4,5,2,prAndSn,loitering
126,1,2,1,4,0,2,1,2,2,1,1,2,46,4,6,6,4,prAndSn,loitering
127,1,3,2,6,1,4,4,4,5,2,2,2,44,7,4,4,4,prAndSn,loitering
128,1,6,2,6,1,3,7,2,6,4,6,2,39,4,5,4,5,prAlone,loitering
129,1,1,1,6,0,1,1,4,6,1,1,1,44,4,6,6,6,prAlone,loitering
130,1,1,1,1,0,1,1,5,2,1,1,2,36,4,6,7,6,prAlone,loitering
131,1,3,3,4,0,4,4,4,2,2,2,1,51,4,7,7,6,prAlone,loitering
132,1,1,1,1,0,1,1,7,3,1,1,1,31,4,1,1,1,prAlone,loitering
133,1,2,1,5,0,5,2,2,2,1,1,2,34,4,7,7,5,prAndSn,loitering
134,1,2,2,6,1,2,2,5,4,4,5,2,54,4,2,3,3,prAlone,loitering
135,1,3,1,6,0,4,3,4,5,1,1,2,38,4,5,5,6,prAlone,loitering
136,1,1,3,3,0,1,1,4,1,1,1,1,53,4,2,2,2,prAlone,loitering
137,1,3,2,5,0,3,3,5,6,2,3,2,26,4,7,7,7,prAlone,loitering
138,1,2,2,6,1,4,2,5,4,2,2,1,44,6,3,3,5,prAndSn,loitering
139,1,2,1,1,0,2,2,4,4,2,2,2,37,4,6,6,7,prAlone,loitering
140,1,3,2,5,0,1,2,4,1,1,1,1,18,4,5,6,2,prAlone,loitering
141,1,4,4,6,0,4,2,4,4,1,1,2,30,4,6,7,5,prAndSn,loitering
142,1,2,3,4,0,1,1,1,2,1,1,1,32,4,6,6,6,prAlone,loitering
143,1,4,4,7,0,3,2,2,5,1,1,2,26,4,7,7,7,prAndSn,loitering
144,1,4,3,3,1,4,5,4,4,4,4,1,24,5,4,4,4,prAlone,loitering
145,1,4,4,4,1,4,4,4,4,4,4,2,21,4,5,5,3,prAndSn,loitering
146,1,2,2,2,0,4,3,4,2,2,2,2,38,4,7,7,7,prAlone,loitering
147,1,3,3,3,1,3,2,4,3,4,3,2,48,4,6,6,6,prAndSn,loitering
148,1,2,3,7,1,7,6,3,5,1,1,1,29,4,3,3,5,prAndSn,loitering
149,1,3,5,6,1,3,4,2,6,1,4,2,30,7,5,6,5,prAndSn,loitering
150,1,5,5,6,1,2,1,2,3,1,2,1,19,4,5,5,5,prAndSn,loitering
151,1,2,2,2,0,3,1,2,5,1,1,2,30,4,7,7,6,prAndSn,loitering
152,1,1,1,2,0,2,2,4,3,1,1,2,31,7,6,6,6,prAlone,loitering
153,1,2,2,2,1,4,4,4,2,2,2,2,25,4,7,7,6,prAlone,loitering
154,1,2,3,5,1,4,1,4,4,4,4,2,49,4,4,4,4,prAndSn,loitering
155,1,4,5,7,0,3,3,4,3,4,2,2,30,4,3,3,3,prAlone,loitering
156,1,3,2,2,0,3,2,2,7,2,4,2,28,4,6,7,4,prAndSn,loitering
157,1,2,2,4,0,6,3,4,4,1,1,2,21,4,5,5,5,prAndSn,loitering
158,1,5,3,5,1,4,5,5,4,5,5,1,22,4,4,4,4,prAndSn,loitering
159,1,1,1,4,0,5,5,4,7,1,1,1,22,5,2,2,3,prAlone,loitering
160,1,3,3,3,0,2,3,4,2,2,3,2,26,4,7,7,7,prAlone,loitering
161,1,5,3,5,1,4,5,6,1,1,1,2,40,4,6,6,3,prAlone,loitering
162,1,5,3,6,1,3,3,3,5,1,1,1,26,5,3,4,3,prAlone,loitering
163,1,1,1,1,0,5,2,1,1,1,1,2,32,4,7,7,6,prAndSn,loitering
164,1,2,1,2,0,4,1,4,2,2,2,2,33,4,5,6,5,prAndSn,loitering
165,1,7,7,7,0,4,1,7,1,1,1,2,33,4,6,7,5,prAlone,loitering
166,1,5,5,5,1,5,5,3,5,5,5,1,24,5,3,3,3,prAndSn,loitering
167,1,3,2,6,0,7,3,4,2,1,1,2,31,4,6,5,5,prAndSn,loitering
168,1,3,1,6,0,1,2,4,3,2,3,1,28,8,4,4,5,prAlone,loitering
169,1,4,5,5,1,4,5,5,3,4,4,1,22,4,4,4,4,prAlone,loitering
170,1,3,2,7,0,4,1,4,3,1,1,1,59,4,2,2,1,prAndSn,loitering
171,1,2,2,1,0,1,1,4,5,4,4,3,22,8,7,7,7,prAlone,loitering
172,1,3,4,4,0,6,3,3,1,1,1,2,30,4,7,6,6,prAndSn,loitering
173,1,5,3,4,0,5,3,4,3,4,4,1,22,4,4,4,4,prAlone,loitering
174,1,1,1,2,0,1,1,4,7,1,1,2,50,4,7,7,5,prAlone,loitering
175,1,4,1,1,0,4,1,7,7,1,1,2,58,5,5,5,5,prAndSn,loitering
176,1,2,1,5,1,1,1,6,1,1,1,1,40,4,6,6,3,prAlone,loitering
177,1,7,7,7,1,4,4,3,3,3,3,1,33,4,5,5,5,prAlone,loitering
178,1,7,7,7,1,7,7,7,7,7,7,2,30,6,6,6,6,prAndSn,loitering
179,1,2,2,2,0,3,2,4,2,2,2,1,34,4,7,7,7,prAlone,loitering
180,1,5,6,5,1,5,6,6,6,4,6,1,NA,4,6,6,6,prAlone,loitering
181,1,4,1,1,1,7,2,3,5,2,2,1,19,7,5,5,5,prAndSn,loitering
182,1,4,4,5,0,2,2,5,3,4,3,1,25,4,5,5,3,prAlone,loitering
183,1,1,1,3,0,2,1,5,4,1,2,1,58,4,7,7,7,prAlone,loitering
184,1,2,2,5,0,4,3,4,3,3,3,2,37,4,6,6,6,prAlone,loitering
185,1,1,1,1,0,4,1,4,5,3,3,2,NA,4,4,4,5,prAlone,loitering
186,1,4,2,7,1,7,6,6,6,7,5,1,29,4,6,5,3,prAndSn,loitering
187,1,4,2,7,1,4,2,3,4,1,3,2,28,4,5,4,4,prAlone,loitering
188,1,3,3,6,1,1,1,3,4,2,1,2,25,4,6,7,6,prAlone,loitering
189,1,1,2,6,0,4,4,3,6,3,4,1,30,4,6,6,5,prAlone,loitering
190,1,2,2,4,0,2,1,4,2,1,1,1,39,4,7,7,7,prAlone,loitering
191,1,6,4,5,1,5,3,2,2,2,2,1,34,7,6,6,NA,prAndSn,loitering
192,1,7,7,7,1,1,4,4,4,4,4,2,39,4,4,4,4,prAndSn,loitering
193,1,5,7,7,1,4,4,5,6,5,4,1,27,4,6,6,6,prAlone,loitering
194,1,2,2,7,0,4,2,3,1,1,1,1,60,4,7,7,7,prAndSn,loitering
195,1,7,7,7,1,6,5,1,2,1,1,1,31,5,5,5,3,prAndSn,loitering
196,1,3,3,7,1,2,2,4,2,2,2,2,56,4,3,5,1,prAlone,loitering
197,1,3,5,4,0,2,2,4,3,2,2,1,42,4,5,5,6,prAlone,loitering
198,1,2,2,3,0,1,1,4,3,1,1,1,30,8,5,3,6,prAlone,loitering
199,1,2,1,4,0,2,1,4,1,1,1,3,24,4,7,7,7,prAlone,loitering
200,1,2,2,2,1,4,2,3,2,2,2,1,36,4,7,7,7,prAndSn,loitering
201,1,2,1,4,0,1,1,4,2,1,1,2,46,4,6,6,5,prAlone,loitering
202,1,2,1,2,0,1,1,4,3,1,1,1,36,4,4,5,4,prAlone,loitering
203,1,1,1,1,0,1,1,4,2,1,1,2,34,4,5,6,5,prAlone,loitering
204,1,6,4,4,1,4,4,4,4,4,5,1,29,4,2,2,2,prAndSn,loitering
205,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prAlone,loitering
206,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prAndSn,loitering
207,0,2,1,2,0,1,2,4,7,4,4,NA,NA,NA,NA,NA,NA,prAlone,loitering